update,frames,FPS,duration,difficulty,return_mean,return_std,return_min,return_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
14,28672,1050.162139667249,32,2,0.4430867061449613,0.4834013033157659,0.0,0.9879999756813049,11.346820809248555,6.460726507334354,1.0,41.0,0.8830166449770331,0.35639191162772477,0.004748407365696039,0.005468470271807746,0.039649234993864704,0.4430867061449613,0.4834013033157659,0.0,0.9879999756813049
15,30720,1058.3370665359034,34,2,0.36512121215011134,0.47067319662447116,0.0,0.9879999756813049,12.284848484848485,7.783281274712201,1.0,52.0,0.8975338954478502,0.25385135249234736,-0.00741401206687442,0.002660033716210819,0.02739430574709516,0.36512121215011134,0.47067319662447116,0.0,0.9879999756813049
16,32768,1066.439512741442,35,2,0.421693332195282,0.48228218361506814,0.0,0.9879999756813049,13.86,10.033297895839965,1.0,59.0,0.8937311535701156,0.2582771551096812,-0.0034354262470515096,0.00209442620439404,0.016773844204438716,0.421693332195282,0.48228218361506814,0.0,0.9879999756813049
17,34816,1076.6958737165255,37,2,0.3692857127011933,0.4728761117639137,0.0,0.9879999756813049,12.70807453416149,7.813541161671057,1.0,37.0,0.87594373524189,0.2544092838652432,0.004237434672177187,0.006786320090213849,0.04294217561119772,0.3692857127011933,0.4728761117639137,0.0,0.9879999756813049
18,36864,1094.0035910081644,39,2,0.4707385621039696,0.48647739764988746,0.0,0.9879999756813049,13.450980392156863,9.455738774461643,1.0,66.0,0.8624204797670245,0.2703037573955953,-0.009888797150779283,0.0028359788502712036,0.03035470916785333,0.4707385621039696,0.48647739764988746,0.0,0.9879999756813049
19,38912,1078.2991204451714,41,2,0.44020731456396056,0.4855252530457184,0.0,0.9879999756813049,12.103658536585366,7.770816969354485,1.0,50.0,0.8535213600844145,0.2713566969614476,-0.0004096927577847964,0.004321738219232429,0.027466139338919372,0.44020731456396056,0.4855252530457184,0.0,0.9879999756813049
20,40960,1084.5325158328433,43,2,0.4480580629840974,0.48740527095083397,0.0,0.9879999756813049,13.161290322580646,9.753400644981177,3.0,48.0,0.8543279161676764,0.2415469700936228,-0.0016016265317375655,0.003939359375181084,0.026337903492868082,0.4480580629840974,0.48740527095083397,0.0,0.9879999756813049
21,43008,1062.3020262668852,45,2,0.4232865844557925,0.48449230001086496,0.0,0.9879999756813049,12.652439024390244,8.61761844767431,4.0,48.0,0.8706563105806708,0.24194157088641077,-0.001914899537950987,0.005776643750323274,0.06196602897090708,0.4232865844557925,0.48449230001086496,0.0,0.9879999756813049
22,45056,1117.7338732154833,47,2,0.4484295756884024,0.488102019163234,0.0,0.9879999756813049,14.274647887323944,12.867222451190118,1.0,94.0,0.9154254896566272,0.20145182486157864,-0.005302349185512867,0.0003100349074429687,0.021711328956558702,0.4484295756884024,0.488102019163234,0.0,0.9879999756813049
23,47104,1071.654241537485,49,2,0.4479833319783211,0.48706587327334416,0.0,0.9879999756813049,16.016666666666666,13.532666239716235,4.0,83.0,0.9488611137494445,0.1954913109075278,0.0045267426867212635,0.0024642113180561864,0.03329323432140016,0.4479833319783211,0.48706587327334416,0.0,0.9879999756813049
24,49152,1089.836668144745,51,2,0.4272678552993706,0.4845483513114239,0.0,0.9879999756813049,18.258928571428573,14.768901651608964,4.0,63.0,0.9637926183640957,0.16399406193522736,-0.0047035052284627454,0.0003022581086042919,0.017996946632471634,0.4272678552993706,0.4845483513114239,0.0,0.9879999756813049
25,51200,1054.0653230974099,53,2,0.38927642019783576,0.4784354772775794,0.0,0.9879999756813049,16.70731707317073,16.298901009047103,1.0,95.0,1.0009238310158253,0.15195025235880166,-0.0013094283913233085,0.003817635300265465,0.0527462873924642,0.38927642019783576,0.4784354772775794,0.0,0.9879999756813049
26,53248,1214.3208667291785,54,2,0.3297864059800083,0.4597649575265603,0.0,0.9879999756813049,19.92233009708738,17.508771349877698,2.0,106.0,1.0256903022527695,0.17011347913648933,0.003339242115544039,0.0018044174963733894,0.021060191615626906,0.3297864059800083,0.4597649575265603,0.0,0.9879999756813049
27,55296,1096.8791178930567,56,2,0.4120325198987635,0.48158317671612255,0.0,0.9879999756813049,16.1869918699187,13.955416580194344,2.0,83.0,1.0105747627094388,0.20759761123917997,-0.00256154233829875,0.0004590422314549869,0.01820396288521698,0.4120325198987635,0.48158317671612255,0.0,0.9879999756813049
28,57344,1009.6187892545183,58,2,0.3682907790156966,0.4745901918508887,0.0,0.9879999756813049,15.404255319148936,16.00973937770082,1.0,89.0,1.0854539461433887,0.15667089383350685,-0.0017944846431419137,0.0002589456822761349,0.017174332033069978,0.3682907790156966,0.4745901918508887,0.0,0.9879999756813049
29,59392,905.0369421192333,60,2,0.370414632849577,0.4751634092388876,0.0,0.9879999756813049,8.739837398373984,7.718457866923898,1.0,52.0,1.0941225634887815,0.2931852082256228,0.007554429076662927,0.006941921938505402,0.0646269591176144,0.370414632849577,0.4751634092388876,0.0,0.9879999756813049
30,61440,880.0393359064008,63,2,0.3757296572207153,0.47670736502278577,0.0,0.9879999756813049,5.551181102362205,3.9994264577341565,1.0,38.0,0.9317673118785024,0.43602246744558215,-0.02295991669234354,0.006726864537995425,0.05580384296679103,0.3757296572207153,0.47670736502278577,0.0,0.9879999756813049
31,63488,851.5866987291334,65,2,0.39497646850698137,0.4814047843575114,0.0,0.9879999756813049,4.861176470588235,3.091852447497038,1.0,24.0,0.8841106779873371,0.48214839678257704,-0.015973972826031968,0.002431995600090886,0.029499292117274763,0.39497646850698137,0.4814047843575114,0.0,0.9879999756813049
32,65536,868.1322000567777,67,2,0.4073294918932673,0.4838813677480152,0.0,0.9879999756813049,4.6981566820276495,2.904572323248415,1.0,16.0,0.8863495942205191,0.5023031244054437,-0.004902671800664393,0.0005924748679149161,0.011448348449914556,0.4073294918932673,0.4838813677480152,0.0,0.9879999756813049
33,67584,896.5735175007474,70,2,0.4428796983302984,0.48852578556120185,0.0,0.9879999756813049,5.112781954887218,3.225806348274274,1.0,23.0,0.8864819724112749,0.49538963520899415,0.0015402594244733336,0.006923646433733666,0.08809435526674318,0.4428796983302984,0.48852578556120185,0.0,0.9879999756813049
34,69632,871.0043478556247,72,2,0.40719902920491485,0.4834271607000403,0.0,0.9879999756813049,4.978155339805825,3.1456563510310795,1.0,19.0,0.8663306115195155,0.4888202636502683,0.009003012724861037,0.004991400217477349,0.06759957843516011,0.40719902920491485,0.4834271607000403,0.0,0.9879999756813049
35,71680,851.270899850734,75,2,0.3653316189819866,0.4739283187301906,0.0,0.9879999756813049,5.254498714652956,3.4729230360782215,1.0,30.0,0.9028327390551567,0.4416893278248608,0.009328735573944869,0.003345446087905657,0.0751598845604848,0.3653316189819866,0.4739283187301906,0.0,0.9879999756813049
36,73728,898.3471741903205,77,2,0.33047557704552893,0.4638048752202923,0.0,0.9879999756813049,5.221079691516709,3.936183458941038,1.0,30.0,1.0011468436568975,0.3698632528539747,-0.02233358725789003,0.010848457113297627,0.2040121741206448,0.33047557704552893,0.4638048752202923,0.0,0.9879999756813049
37,75776,893.8647313255251,79,2,0.34208333228404325,0.46727592894980224,0.0,0.9879999756813049,5.364583333333333,4.066811280727882,1.0,25.0,0.9435789221897721,0.42088187439367175,0.03705692487710621,0.009479237850428035,0.11130183270119826,0.34208333228404325,0.46727592894980224,0.0,0.9879999756813049
38,77824,851.6240159404608,82,2,0.4071081845383895,0.4831831526299229,0.0,0.9879999756813049,5.906432748538012,4.181904015259755,1.0,26.0,0.9658483033999801,0.402638005791232,0.007068193692248315,0.022130932098662015,0.2961384458263108,0.4071081845383895,0.4831831526299229,0.0,0.9879999756813049
39,79872,904.3592862561082,84,2,0.5342322078983436,0.4864449542167327,0.0,0.9879999756813049,7.602996254681648,6.473778167078347,1.0,43.0,0.888988770544529,0.47578259464353323,-0.08757953860913403,0.037480611754290294,0.16772151866742577,0.5342322078983436,0.4864449542167327,0.0,0.9879999756813049
40,81920,941.7228717613641,86,2,0.6570873354199672,0.45426476962233486,0.0,0.9879999756813049,9.02183406113537,6.9385609514702535,1.0,41.0,0.7717007212340832,0.5805557211861014,-0.13552921716473065,0.05207417014753446,0.23846477944293407,0.6570873354199672,0.45426476962233486,0.0,0.9879999756813049
41,83968,1041.7292244988444,88,2,0.8829520994317746,0.2681880843510132,0.0,0.9879999756813049,12.029940119760479,8.496159857944276,1.0,48.0,0.7175694713369012,0.6597691988572478,-0.20538873551413417,0.05046117809251882,0.2616822774333071,0.8829520994317746,0.2681880843510132,0.0,0.9879999756813049
42,86016,896.1325059362711,90,2,0.9220737304006305,0.2137419818943915,0.0,0.9879999756813049,9.68663594470046,5.9034830163731815,4.0,44.0,0.6186883226037025,0.8155704066157341,-0.15624413080513477,0.03519830905133858,0.17616868858488852,0.9220737304006305,0.2137419818943915,0.0,0.9879999756813049
43,88064,818.8088587214149,93,2,0.9528235285889869,0.14820614988788158,0.0,0.9879999756813049,8.062745098039215,3.423675400611232,1.0,27.0,0.4855078188702464,0.8908556392416358,-0.11001987708732486,0.011600459547480568,0.1535498773576151,0.9528235285889869,0.14820614988788158,0.0,0.9879999756813049
44,90112,795.3034880850779,95,3,0.6101380444134927,0.47476929264868384,0.0,0.9879999756813049,6.841750841750842,3.1159210416697287,1.0,34.0,0.5959042306058109,0.6917838333174586,0.2380104442127049,0.08841780963120982,0.1530644531822325,0.6101380444134927,0.47476929264868384,0.0,0.9879999756813049
45,92160,872.3645394418409,98,3,0.5416462249913305,0.48362511890269255,0.0,0.9879999756813049,9.622641509433961,6.456608184553482,1.0,60.0,0.7164390496909618,0.5137007818557322,0.12033795122988522,0.007258184636157239,0.09991614516874801,0.5416462249913305,0.48362511890269255,0.0,0.9879999756813049
46,94208,823.4233017531956,100,3,0.5454464270068067,0.4854586888961978,0.0,0.9879999756813049,9.089285714285714,6.825050459557804,1.0,69.0,0.7085860604420304,0.4508220939897001,0.03389278575195931,0.004630095851098304,0.04343917956611212,0.5454464270068067,0.4854586888961978,0.0,0.9879999756813049
47,96256,983.0712009902658,102,3,0.5489548857050731,0.4828479854948234,0.0,0.9879999756813049,14.451127819548873,12.834086524701,1.0,91.0,0.8293579332530499,0.29177853441797197,0.016387902840506285,0.0009053829128333746,0.020588179293711255,0.5489548857050731,0.4828479854948234,0.0,0.9879999756813049
48,98304,1029.644591549826,104,3,0.49219657977422077,0.488065361946509,0.0,0.9879999756813049,16.4017094017094,15.348409438493,4.0,78.0,0.8839881392195821,0.22496538690757006,0.00030774342303629965,0.0003714013851094933,0.0163107013251344,0.49219657977422077,0.488065361946509,0.0,0.9879999756813049
49,100352,991.1235032363486,106,3,0.40105882228589523,0.479430907553508,0.0,0.9879999756813049,20.61764705882353,22.284719163345045,1.0,137.0,0.9302675034850836,0.1683710004290333,0.0051100817199767334,0.0008078357138856518,0.017886347711000762,0.40105882228589523,0.479430907553508,0.0,0.9879999756813049
50,102400,974.1799068817545,108,3,0.5404265706355755,0.48644229078336737,0.0,0.9879999756813049,15.118881118881118,15.743347806191236,2.0,85.0,0.8674403810873628,0.2731236661784351,-0.0031869579615886323,0.0009160793385944999,0.013173922000855544,0.5404265706355755,0.48644229078336737,0.0,0.9879999756813049
51,104448,979.1406786237486,111,3,0.4600239977836609,0.4866262848213729,0.0,0.9879999756813049,15.592,14.501363246260677,1.0,70.0,0.9175147833302617,0.23637919267639518,0.003941139125345217,0.0003113265340743965,0.011661528215899818,0.4600239977836609,0.4866262848213729,0.0,0.9879999756813049
52,106496,909.3670272438485,113,3,0.4623352599281796,0.4871031304232839,0.0,0.9850000143051147,12.54913294797688,12.71993391890854,1.0,118.0,0.8960637748241425,0.3072498480323702,-0.0012355126573311281,0.0025221538537607557,0.021847869846448285,0.4623352599281796,0.4871031304232839,0.0,0.9850000143051147
53,108544,889.9557310477355,115,3,0.445567900383914,0.4859616252693902,0.0,0.9879999756813049,12.592592592592593,10.070465039806743,1.0,55.0,0.9617925593629479,0.2673809689003974,-0.0014096533341216855,0.0027102611512646035,0.028270555284664673,0.445567900383914,0.4859616252693902,0.0,0.9879999756813049
54,110592,838.1235132219625,118,3,0.5533303565212658,0.4836213165365513,0.0,0.9879999756813049,9.361607142857142,6.619677721111319,1.0,62.0,0.8543033991008997,0.48711463809013367,-0.005202080704293621,0.0004174827490714961,0.013381761214703487,0.5533303565212658,0.4836213165365513,0.0,0.9879999756813049
55,112640,864.5190325968427,120,3,0.4876374979813894,0.4877016291996637,0.0,0.9879999756813049,8.6625,5.7240947246413265,1.0,30.0,0.8641160130500793,0.4580569681711495,0.010220456264505628,0.007858335794935556,0.05207848592101939,0.4876374979813894,0.4877016291996637,0.0,0.9879999756813049
56,114688,809.4695457616219,122,3,0.5170301007586579,0.48845168949242557,0.0,0.9879999756813049,6.846153846153846,3.7536707015305275,1.0,27.0,0.8162860246375203,0.5260867341421545,-0.004231831848301226,0.0047900307547479315,0.033699568821389185,0.5170301007586579,0.48845168949242557,0.0,0.9879999756813049
57,116736,785.2187067395131,125,3,0.44508454733617797,0.4873242712688572,0.0,0.9879999756813049,5.997084548104956,3.9791721176801027,1.0,34.0,0.8123441888019443,0.5280351582914591,-0.007070128075611137,0.0027469696929074416,0.0319262651916041,0.44508454733617797,0.4873242712688572,0.0,0.9879999756813049
58,118784,787.684535718327,128,3,0.4905344331560056,0.48921343953778923,0.0,0.9879999756813049,5.710743801652892,3.3412968643949164,1.0,19.0,0.7510480787605047,0.5833151722326875,-0.0029692639400309417,0.00597671171476577,0.03960463150313691,0.4905344331560056,0.48921343953778923,0.0,0.9879999756813049
59,120832,785.67670209373,130,3,0.5102662852735762,0.4890512458332524,0.0,0.9879999756813049,5.807365439093484,3.4521828090220725,1.0,21.0,0.7247764025814831,0.6144962785765529,-0.013488652446540073,0.0003986506468436346,0.017089195108142934,0.5102662852735762,0.4890512458332524,0.0,0.9879999756813049
60,122880,813.4349214910953,133,3,0.48299728725660784,0.4896105913226451,0.0,0.9879999756813049,5.574525745257453,3.2577614398434203,1.0,17.0,0.7711028950288892,0.5769787640310824,-0.0009543001551719499,0.00023469209372706246,0.01134267051799211,0.48299728725660784,0.4896105913226451,0.0,0.9879999756813049
61,124928,832.9333889660794,135,3,0.5011299712588363,0.48933476151122696,0.0,0.9879999756813049,5.424403183023872,3.2328287416730284,1.0,17.0,0.7335689859464765,0.6254427074454725,0.0030679837905154272,0.002714321053531421,0.02999230341735016,0.5011299712588363,0.48933476151122696,0.0,0.9879999756813049
62,126976,779.8951656754175,138,3,0.46255038628590506,0.48839242503070723,0.0,0.9879999756813049,5.27906976744186,3.0936546148963453,1.0,16.0,0.7291845558211207,0.6197473960928619,0.0003082850025748485,0.004667746578434162,0.03853750077207967,0.46255038628590506,0.48839242503070723,0.0,0.9879999756813049
63,129024,773.7522669582747,140,3,0.45781249844509625,0.48872367454329274,0.0,0.9879999756813049,5.546195652173913,3.5144169973532517,1.0,23.0,0.8269704887643456,0.5455955411307514,-0.003903518846982479,0.002892863947522528,0.021824926885066785,0.45781249844509625,0.48872367454329274,0.0,0.9879999756813049
64,131072,781.6481264507008,143,3,0.4902668600557836,0.4888564488379168,0.0,0.9879999756813049,5.7595307917888565,3.397550232215878,1.0,18.0,0.7899918258190155,0.6047381372191012,0.005517524310789668,0.0008961565304161923,0.024109457449975155,0.4902668600557836,0.4888564488379168,0.0,0.9879999756813049
65,133120,788.947105974864,146,3,0.43635957791736435,0.4861698094252143,0.0,0.9879999756813049,5.543307086614173,8.198094560171212,1.0,150.0,0.7891190554946661,0.5910312784835696,0.004252591361364466,0.0009586627352291544,0.019403987172103426,0.43635957791736435,0.4861698094252143,0.0,0.9879999756813049
66,135168,743.1888766186327,148,3,0.4507681936266609,0.4875164518013483,0.0,0.9879999756813049,5.571428571428571,3.669227003083078,1.0,24.0,0.8106849314644933,0.558633875567466,-0.0032474496706527134,0.00021493964072760718,0.01270230243606641,0.4507681936266609,0.4875164518013483,0.0,0.9879999756813049
67,137216,790.0895155242735,151,3,0.5082405385133383,0.4893821501249395,0.0,0.9879999756813049,5.5,3.182935921610908,1.0,18.0,0.7867844412103295,0.6282205153256655,0.002427890525723342,0.0023218659177928203,0.030955192283632544,0.5082405385133383,0.4893821501249395,0.0,0.9879999756813049
68,139264,803.9605129775097,154,3,0.49259347059606445,0.4882753908079002,0.0,0.9879999756813049,5.845697329376854,4.07495654020174,1.0,27.0,0.7987555740401149,0.6235724277794361,0.009034185237396741,0.00428952061020027,0.05085708862306503,0.49259347059606445,0.4882753908079002,0.0,0.9879999756813049
69,141312,779.8154439675642,156,3,0.5562362631598672,0.4844540302113933,0.0,0.9879999756813049,5.876373626373627,5.937272103940285,1.0,100.0,0.7163037937134504,0.6901906882412732,-0.007308421882044058,0.0004872008673828532,0.01597196357796674,0.5562362631598672,0.4844540302113933,0.0,0.9879999756813049
70,143360,778.0930968757739,159,3,0.5344005347259583,0.48763098693744955,0.0,0.9879999756813049,5.438172043010753,3.137347844483127,1.0,20.0,0.7514919191598892,0.6447507850825787,-0.002822744045261061,0.0003051300707284099,0.014079894352304695,0.5344005347259583,0.48763098693744955,0.0,0.9879999756813049
71,145408,762.9217721235676,162,3,0.5144312658078587,0.48875404775945425,0.0,0.9879999756813049,5.576819407008086,3.118746312715015,1.0,14.0,0.7651685876771808,0.6347950547933578,0.0047958452842067345,0.0006351052429636184,0.01354053157644202,0.5144312658078587,0.48875404775945425,0.0,0.9879999756813049
72,147456,770.2250941246442,164,3,0.50534269548534,0.48862794548511723,0.0,0.9879999756813049,5.752808988764045,3.615761062990516,1.0,21.0,0.7302781017497182,0.6471261465921998,0.0010660379625733185,0.0003500732268548745,0.01474546505406231,0.50534269548534,0.48862794548511723,0.0,0.9879999756813049
73,149504,764.9905076333988,167,3,0.42944611538024174,0.4858844882317161,0.0,0.9879999756813049,5.170426065162907,3.2057322669462986,1.0,22.0,0.8274032194167376,0.5576965138316154,-0.006271172083870624,0.0001691789744882044,0.012957292729514753,0.42944611538024174,0.4858844882317161,0.0,0.9879999756813049
74,151552,770.7791705347992,170,3,0.41640759283983253,0.4840534190600506,0.0,0.9879999756813049,5.192405063291139,3.1628288952666814,1.0,18.0,0.8448845436796546,0.5473150489851832,-0.003938755641684111,0.00019063892000303895,0.011782782741435346,0.41640759283983253,0.4840534190600506,0.0,0.9879999756813049
75,153600,717.8799424822522,172,3,0.40902625091889594,0.4830011481384554,0.0,0.9879999756813049,4.911694510739856,3.2426648256631116,1.0,16.0,0.829381100833416,0.5529158599674702,-0.0009971019030672323,0.00020525098170764977,0.01252454024160626,0.40902625091889594,0.4830011481384554,0.0,0.9879999756813049
76,155648,737.6130378691184,175,3,0.39712935167165536,0.4809004316988009,0.0,0.9879999756813049,5.087064676616915,3.183427521848379,1.0,20.0,0.8591250414028764,0.5087343361228704,0.006111458224040689,0.005881643503016676,0.04983128908652128,0.39712935167165536,0.4809004316988009,0.0,0.9879999756813049
77,157696,757.9645199312656,178,3,0.4491259237866343,0.48737040860878467,0.0,0.9879999756813049,5.041975308641975,3.3252815418733603,1.0,18.0,0.757219179533422,0.6301088142208755,-0.0026630577990545135,0.0003625047031619033,0.019316069298480447,0.4491259237866343,0.48737040860878467,0.0,0.9879999756813049
78,159744,760.2234766054268,181,3,0.49351879438959567,0.489839814725015,0.0,0.9879999756813049,5.12280701754386,2.892814733621654,1.0,18.0,0.7447015512734652,0.6274685775861144,-0.0026342141500208527,0.00018399104783384246,0.01113046254001283,0.49351879438959567,0.489839814725015,0.0,0.9879999756813049
79,161792,762.9588383681154,183,3,0.5214727256205175,0.48866073368390966,0.0,0.9879999756813049,5.322077922077922,2.881225540860134,1.0,14.0,0.7410995149984956,0.6467282162047923,0.004103297982510412,0.00017115864329753094,0.010005134496476418,0.5214727256205175,0.48866073368390966,0.0,0.9879999756813049
80,163840,797.1807790547925,186,3,0.583031336806099,0.4805988252651315,0.0,0.9879999756813049,5.786324786324786,3.1473655419458035,1.0,26.0,0.7431505583226681,0.6597453970462084,0.0018904650630702236,0.0001823630703370327,0.01256443120766351,0.583031336806099,0.4805988252651315,0.0,0.9879999756813049
81,165888,797.7336568992924,188,3,0.5264216202336389,0.48801386156132315,0.0,0.9879999756813049,5.564864864864865,3.267755343005118,1.0,20.0,0.7572906827554107,0.6471584276296198,0.0022563694369637233,0.00028064884747891483,0.020790408319834853,0.5264216202336389,0.48801386156132315,0.0,0.9879999756813049
82,167936,812.7077995186917,191,3,0.506035802766795,0.4895032463837819,0.0,0.9879999756813049,5.265984654731458,2.946382582424618,1.0,15.0,0.793248837813735,0.6333231846801937,-0.0006821369311182934,0.0013471674262746092,0.014475579378906705,0.506035802766795,0.4895032463837819,0.0,0.9879999756813049
83,169984,777.6768462836225,194,3,0.5338189387719944,0.4868427655924767,0.0,0.9879999756813049,5.715877437325905,3.4532369452471943,1.0,27.0,0.7600253028795123,0.676455962471664,0.004758018792017538,0.002619141944705916,0.04112311489217167,0.5338189387719944,0.4868427655924767,0.0,0.9879999756813049
84,172032,787.8298883474212,196,3,0.5534454005203028,0.48457340948221267,0.0,0.9879999756813049,5.890804597701149,3.357891106923492,1.0,18.0,0.7603626325726509,0.664560480043292,-0.0014642091991845518,0.00036411191490515193,0.021901668098589247,0.5534454005203028,0.48457340948221267,0.0,0.9879999756813049
85,174080,792.1221872993168,199,3,0.5440523402749999,0.48574794670064675,0.0,0.9879999756813049,5.603305785123967,3.5126203137371577,1.0,24.0,0.7282158145681024,0.6971909971907735,0.004159393959525914,0.0025197747334004816,0.030353157162430075,0.5440523402749999,0.48574794670064675,0.0,0.9879999756813049
86,176128,754.9792837907878,202,3,0.5913285298718499,0.47765882110831936,0.0,0.9879999756813049,5.956772334293948,3.5391395692359233,1.0,24.0,0.721468199044466,0.720103183761239,0.008216048094254802,0.00038392647934415436,0.01816870164309739,0.5913285298718499,0.47765882110831936,0.0,0.9879999756813049
87,178176,781.9877617528239,204,3,0.5145770297998807,0.4879095314436798,0.0,0.9879999756813049,5.675070028011205,3.4617995851356125,1.0,20.0,0.7648433111608028,0.6525751180015504,-0.0007607217908116581,0.0003206077471986646,0.017955242539684176,0.5145770297998807,0.4879095314436798,0.0,0.9879999756813049
88,180224,789.9218984754116,207,3,0.5179490077259182,0.48803003676021367,0.0,0.9879999756813049,5.813031161473088,3.4940905420070103,1.0,24.0,0.7917661480605602,0.6311241490766406,0.0029340067030716455,0.005705203404431813,0.04641789125415022,0.5179490077259182,0.48803003676021367,0.0,0.9879999756813049
89,182272,751.171569155139,209,3,0.46420158995241323,0.48824103731815477,0.0,0.9879999756813049,5.450928381962865,3.322355023877668,1.0,15.0,0.7614187896251678,0.6197224529460073,-0.021182100976147922,0.0004515451712450158,0.028303509923763334,0.46420158995241323,0.48824103731815477,0.0,0.9879999756813049
90,184320,774.0792142288198,212,3,0.47112433809451953,0.4889308846035461,0.0,0.9879999756813049,5.407407407407407,3.3865823243072373,1.0,28.0,0.7871113400906324,0.5868906849063933,-0.012834619326895336,0.002478073658494395,0.035254270362806144,0.47112433809451953,0.4889308846035461,0.0,0.9879999756813049
91,186368,739.8918157953376,215,3,0.46820873716502515,0.48915066016994757,0.0,0.9879999756813049,4.951456310679611,3.026993897238065,1.0,17.0,0.7432761518284678,0.6367810582742095,-0.017642720442381687,0.00023554615029297565,0.017563988869112188,0.46820873716502515,0.48915066016994757,0.0,0.9879999756813049
92,188416,756.4220271771559,218,3,0.5027688283424873,0.48862919674139105,0.0,0.9879999756813049,5.337662337662338,3.1998798257077032,1.0,19.0,0.728017776273191,0.6710091675631702,0.002198854330345057,0.0032525937795071513,0.04759506321143231,0.5027688283424873,0.48862919674139105,0.0,0.9879999756813049
