/home/rogerg/Documents/autonomous_pedestrian_project/navi/torch-rl/scripts/train.py --algo ppo --env MiniGrid-GridCity-4S30Static-v0 --model GridCityTest --save-interval 10 --recurrence=8 --text

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, difficulty=1, discount=0.99, entropy_coef=0.01, env='MiniGrid-GridCity-4S30Static-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=True, model='GridCityTest', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=8, save_interval=10, seed=1, tb=False, text=True, value_loss_coef=0.5)

Model successfully created

ACModel(
  (memory_rnn): LSTMCell(75, 75)
  (word_embedding): Embedding(500, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: True

U 749 | F 1533952 | FPS 0760 | D 1935 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.2 3.4 1.0 19.0 | H 0.662 | V 0.749 | pL 0.009 | vL 0.008 | grad 0.049
U 750 | F 1536000 | FPS 0817 | D 1937 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.8 3.4 1.0 23.0 | H 0.619 | V 0.805 | pL -0.001 | vL 0.000 | grad 0.014
Model successfully saved
U 751 | F 1538048 | FPS 0815 | D 1940 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.8 3.1 1.0 18.0 | H 0.644 | V 0.782 | pL 0.005 | vL 0.004 | grad 0.039
U 752 | F 1540096 | FPS 0795 | D 1942 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 7.1 3.7 1.0 21.0 | H 0.633 | V 0.775 | pL -0.006 | vL 0.001 | grad 0.014
U 753 | F 1542144 | FPS 0813 | D 1945 | Difficulty 5 | rR:μσmM 0.74 0.42 0.00 0.99 | F:μσmM 6.8 3.1 1.0 16.0 | H 0.592 | V 0.825 | pL -0.000 | vL 0.003 | grad 0.027
U 754 | F 1544192 | FPS 0806 | D 1947 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.6 3.4 1.0 23.0 | H 0.653 | V 0.773 | pL 0.002 | vL 0.003 | grad 0.039
U 755 | F 1546240 | FPS 0801 | D 1950 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 7.0 3.5 1.0 23.0 | H 0.655 | V 0.787 | pL 0.004 | vL 0.002 | grad 0.035
U 756 | F 1548288 | FPS 0814 | D 1952 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.7 3.6 1.0 24.0 | H 0.594 | V 0.816 | pL -0.007 | vL 0.000 | grad 0.013
U 757 | F 1550336 | FPS 0826 | D 1955 | Difficulty 5 | rR:μσmM 0.75 0.42 0.00 0.99 | F:μσmM 6.8 3.1 1.0 17.0 | H 0.594 | V 0.827 | pL -0.004 | vL 0.000 | grad 0.011
U 758 | F 1552384 | FPS 0815 | D 1957 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 6.8 3.3 1.0 21.0 | H 0.607 | V 0.811 | pL 0.003 | vL 0.003 | grad 0.036
U 759 | F 1554432 | FPS 0810 | D 1960 | Difficulty 5 | rR:μσmM 0.73 0.42 0.00 0.99 | F:μσmM 6.8 3.4 1.0 21.0 | H 0.607 | V 0.815 | pL 0.003 | vL 0.002 | grad 0.031
U 760 | F 1556480 | FPS 0855 | D 1962 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 7.2 3.5 1.0 20.0 | H 0.631 | V 0.772 | pL -0.000 | vL 0.000 | grad 0.012
Model successfully saved
U 761 | F 1558528 | FPS 0882 | D 1965 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 6.8 2.9 1.0 17.0 | H 0.615 | V 0.791 | pL -0.003 | vL 0.000 | grad 0.009
U 762 | F 1560576 | FPS 0812 | D 1967 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.6 3.4 1.0 17.0 | H 0.624 | V 0.773 | pL 0.009 | vL 0.006 | grad 0.039
U 763 | F 1562624 | FPS 0826 | D 1970 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 6.9 3.0 1.0 15.0 | H 0.626 | V 0.767 | pL -0.000 | vL 0.005 | grad 0.039
U 764 | F 1564672 | FPS 0825 | D 1972 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.7 3.0 1.0 18.0 | H 0.609 | V 0.797 | pL -0.010 | vL 0.000 | grad 0.010
U 765 | F 1566720 | FPS 0820 | D 1975 | Difficulty 5 | rR:μσmM 0.75 0.41 0.00 0.99 | F:μσmM 7.0 3.4 1.0 20.0 | H 0.583 | V 0.822 | pL 0.006 | vL 0.004 | grad 0.032
U 766 | F 1568768 | FPS 0790 | D 1977 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.6 3.5 1.0 18.0 | H 0.635 | V 0.729 | pL 0.001 | vL 0.003 | grad 0.034
U 767 | F 1570816 | FPS 0802 | D 1980 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.7 7.7 1.0 133.0 | H 0.612 | V 0.739 | pL 0.004 | vL 0.005 | grad 0.043
U 768 | F 1572864 | FPS 0812 | D 1982 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.6 3.2 1.0 19.0 | H 0.626 | V 0.809 | pL 0.001 | vL 0.002 | grad 0.024
U 769 | F 1574912 | FPS 0811 | D 1985 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 7.2 3.6 1.0 18.0 | H 0.611 | V 0.804 | pL 0.003 | vL 0.002 | grad 0.033
U 770 | F 1576960 | FPS 0769 | D 1988 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.6 3.4 1.0 21.0 | H 0.670 | V 0.751 | pL -0.007 | vL 0.000 | grad 0.013
Model successfully saved
U 771 | F 1579008 | FPS 0815 | D 1990 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.8 3.5 1.0 19.0 | H 0.664 | V 0.770 | pL 0.002 | vL 0.002 | grad 0.026
U 772 | F 1581056 | FPS 0797 | D 1993 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 6.7 3.9 1.0 20.0 | H 0.641 | V 0.780 | pL -0.001 | vL 0.000 | grad 0.014
U 773 | F 1583104 | FPS 0767 | D 1995 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.4 3.3 1.0 18.0 | H 0.622 | V 0.790 | pL -0.003 | vL 0.000 | grad 0.012
U 774 | F 1585152 | FPS 0817 | D 1998 | Difficulty 5 | rR:μσmM 0.69 0.45 0.00 0.99 | F:μσmM 6.4 3.1 1.0 19.0 | H 0.628 | V 0.778 | pL -0.002 | vL 0.000 | grad 0.012
U 775 | F 1587200 | FPS 0787 | D 2000 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.4 3.4 1.0 20.0 | H 0.679 | V 0.713 | pL 0.006 | vL 0.005 | grad 0.044
U 776 | F 1589248 | FPS 0805 | D 2003 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.8 3.5 1.0 25.0 | H 0.673 | V 0.729 | pL -0.000 | vL 0.003 | grad 0.042
U 777 | F 1591296 | FPS 0825 | D 2005 | Difficulty 5 | rR:μσmM 0.74 0.42 0.00 0.99 | F:μσmM 6.5 3.0 1.0 18.0 | H 0.610 | V 0.828 | pL -0.003 | vL 0.001 | grad 0.015
U 778 | F 1593344 | FPS 0775 | D 2008 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.6 3.3 1.0 18.0 | H 0.687 | V 0.757 | pL 0.002 | vL 0.003 | grad 0.038
U 779 | F 1595392 | FPS 0836 | D 2011 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 7.1 3.7 1.0 24.0 | H 0.634 | V 0.822 | pL -0.001 | vL 0.000 | grad 0.014
U 780 | F 1597440 | FPS 0845 | D 2013 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 7.1 3.3 1.0 20.0 | H 0.634 | V 0.795 | pL -0.005 | vL 0.000 | grad 0.019
Model successfully saved
U 781 | F 1599488 | FPS 0796 | D 2016 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.3 3.2 1.0 16.0 | H 0.696 | V 0.740 | pL 0.001 | vL 0.003 | grad 0.027
U 782 | F 1601536 | FPS 0849 | D 2018 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 7.4 3.8 1.0 22.0 | H 0.627 | V 0.801 | pL -0.001 | vL 0.000 | grad 0.014
U 783 | F 1603584 | FPS 0887 | D 2020 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.8 3.8 1.0 21.0 | H 0.608 | V 0.793 | pL -0.004 | vL 0.000 | grad 0.015
U 784 | F 1605632 | FPS 0800 | D 2023 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.5 3.2 1.0 16.0 | H 0.601 | V 0.780 | pL -0.001 | vL 0.002 | grad 0.019
U 785 | F 1607680 | FPS 0787 | D 2025 | Difficulty 5 | rR:μσmM 0.64 0.47 0.00 0.99 | F:μσmM 6.0 3.0 1.0 16.0 | H 0.658 | V 0.754 | pL -0.004 | vL 0.000 | grad 0.009
U 786 | F 1609728 | FPS 0820 | D 2028 | Difficulty 5 | rR:μσmM 0.73 0.43 0.00 0.99 | F:μσmM 6.9 3.1 1.0 17.0 | H 0.604 | V 0.814 | pL 0.003 | vL 0.000 | grad 0.011
U 787 | F 1611776 | FPS 0794 | D 2031 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.8 3.2 1.0 19.0 | H 0.624 | V 0.804 | pL 0.003 | vL 0.002 | grad 0.036
U 788 | F 1613824 | FPS 0827 | D 2033 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 6.9 3.3 1.0 15.0 | H 0.629 | V 0.791 | pL -0.002 | vL 0.000 | grad 0.012
U 789 | F 1615872 | FPS 0781 | D 2036 | Difficulty 5 | rR:μσmM 0.61 0.47 0.00 0.99 | F:μσmM 6.2 3.1 1.0 16.0 | H 0.702 | V 0.716 | pL -0.003 | vL 0.000 | grad 0.011
U 790 | F 1617920 | FPS 0809 | D 2038 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.8 3.3 1.0 19.0 | H 0.640 | V 0.791 | pL 0.003 | vL 0.000 | grad 0.012
Model successfully saved
U 791 | F 1619968 | FPS 0799 | D 2041 | Difficulty 5 | rR:μσmM 0.69 0.45 0.00 0.99 | F:μσmM 6.8 3.3 1.0 20.0 | H 0.640 | V 0.783 | pL -0.001 | vL 0.000 | grad 0.013
U 792 | F 1622016 | FPS 0789 | D 2043 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.6 3.2 1.0 16.0 | H 0.657 | V 0.777 | pL -0.001 | vL 0.000 | grad 0.013
U 793 | F 1624064 | FPS 0831 | D 2046 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.5 3.6 1.0 23.0 | H 0.688 | V 0.739 | pL 0.004 | vL 0.003 | grad 0.036
U 794 | F 1626112 | FPS 0786 | D 2048 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 6.3 3.3 1.0 19.0 | H 0.667 | V 0.778 | pL -0.008 | vL 0.001 | grad 0.016
U 795 | F 1628160 | FPS 0807 | D 2051 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 7.1 3.2 1.0 17.0 | H 0.651 | V 0.776 | pL 0.003 | vL 0.003 | grad 0.037
U 796 | F 1630208 | FPS 0844 | D 2053 | Difficulty 5 | rR:μσmM 0.60 0.47 0.00 0.99 | F:μσmM 6.8 4.0 1.0 24.0 | H 0.677 | V 0.736 | pL 0.002 | vL 0.000 | grad 0.017
U 797 | F 1632256 | FPS 0803 | D 2056 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 6.7 3.3 1.0 24.0 | H 0.676 | V 0.761 | pL -0.001 | vL 0.003 | grad 0.036
U 798 | F 1634304 | FPS 0800 | D 2058 | Difficulty 5 | rR:μσmM 0.66 0.45 0.00 0.99 | F:μσmM 6.9 3.9 1.0 24.0 | H 0.654 | V 0.770 | pL -0.002 | vL 0.000 | grad 0.017
U 799 | F 1636352 | FPS 0790 | D 2061 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 7.0 3.4 1.0 19.0 | H 0.662 | V 0.724 | pL 0.003 | vL 0.003 | grad 0.025
U 800 | F 1638400 | FPS 0804 | D 2064 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.6 4.0 1.0 29.0 | H 0.656 | V 0.744 | pL 0.005 | vL 0.004 | grad 0.036
Model successfully saved
U 801 | F 1640448 | FPS 0782 | D 2066 | Difficulty 5 | rR:μσmM 0.61 0.47 0.00 0.99 | F:μσmM 6.3 3.7 1.0 27.0 | H 0.702 | V 0.735 | pL 0.006 | vL 0.004 | grad 0.049
U 802 | F 1642496 | FPS 0817 | D 2069 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 7.1 4.0 1.0 22.0 | H 0.670 | V 0.790 | pL 0.006 | vL 0.008 | grad 0.059
U 803 | F 1644544 | FPS 0838 | D 2071 | Difficulty 5 | rR:μσmM 0.71 0.43 0.00 0.99 | F:μσmM 7.0 3.8 1.0 25.0 | H 0.623 | V 0.797 | pL -0.018 | vL 0.002 | grad 0.028
U 804 | F 1646592 | FPS 0815 | D 2074 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.8 3.6 1.0 18.0 | H 0.623 | V 0.787 | pL -0.008 | vL 0.000 | grad 0.013
U 805 | F 1648640 | FPS 0850 | D 2076 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.4 3.4 1.0 21.0 | H 0.644 | V 0.758 | pL -0.004 | vL 0.000 | grad 0.011
U 806 | F 1650688 | FPS 0821 | D 2079 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.6 3.1 1.0 17.0 | H 0.624 | V 0.800 | pL -0.001 | vL 0.000 | grad 0.011
U 807 | F 1652736 | FPS 0816 | D 2081 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.9 3.4 1.0 19.0 | H 0.606 | V 0.788 | pL 0.002 | vL 0.000 | grad 0.014
U 808 | F 1654784 | FPS 0788 | D 2084 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.4 3.4 1.0 18.0 | H 0.596 | V 0.793 | pL -0.002 | vL 0.000 | grad 0.009
U 809 | F 1656832 | FPS 0796 | D 2086 | Difficulty 5 | rR:μσmM 0.58 0.48 0.00 0.99 | F:μσmM 6.0 3.4 1.0 21.0 | H 0.669 | V 0.696 | pL -0.000 | vL 0.002 | grad 0.022
U 810 | F 1658880 | FPS 0800 | D 2089 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.2 3.1 1.0 16.0 | H 0.687 | V 0.753 | pL 0.002 | vL 0.002 | grad 0.032
Model successfully saved
U 811 | F 1660928 | FPS 0795 | D 2091 | Difficulty 5 | rR:μσmM 0.58 0.48 0.00 0.99 | F:μσmM 6.5 4.2 1.0 37.0 | H 0.724 | V 0.710 | pL 0.013 | vL 0.006 | grad 0.054
U 812 | F 1662976 | FPS 0826 | D 2094 | Difficulty 5 | rR:μσmM 0.66 0.45 0.00 0.99 | F:μσmM 7.0 4.1 1.0 22.0 | H 0.704 | V 0.762 | pL 0.002 | vL 0.003 | grad 0.034
U 813 | F 1665024 | FPS 0804 | D 2097 | Difficulty 5 | rR:μσmM 0.57 0.48 0.00 0.99 | F:μσmM 6.6 4.8 1.0 57.0 | H 0.738 | V 0.720 | pL -0.003 | vL 0.000 | grad 0.016
U 814 | F 1667072 | FPS 0814 | D 2099 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.9 3.7 1.0 24.0 | H 0.663 | V 0.769 | pL -0.001 | vL 0.000 | grad 0.015
U 815 | F 1669120 | FPS 0818 | D 2102 | Difficulty 5 | rR:μσmM 0.59 0.48 0.00 0.99 | F:μσmM 6.5 3.7 1.0 19.0 | H 0.720 | V 0.701 | pL -0.000 | vL 0.000 | grad 0.012
U 816 | F 1671168 | FPS 0805 | D 2104 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 6.9 3.3 1.0 20.0 | H 0.700 | V 0.717 | pL -0.003 | vL 0.000 | grad 0.008
U 817 | F 1673216 | FPS 0809 | D 2107 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.6 3.5 1.0 16.0 | H 0.695 | V 0.766 | pL 0.004 | vL 0.002 | grad 0.023
U 818 | F 1675264 | FPS 0792 | D 2109 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 6.8 3.7 1.0 22.0 | H 0.674 | V 0.769 | pL 0.001 | vL 0.000 | grad 0.018
U 819 | F 1677312 | FPS 0796 | D 2112 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 6.9 3.8 1.0 25.0 | H 0.694 | V 0.723 | pL -0.001 | vL 0.000 | grad 0.015
U 820 | F 1679360 | FPS 0803 | D 2114 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.3 3.5 1.0 25.0 | H 0.646 | V 0.752 | pL -0.002 | vL 0.000 | grad 0.015
Model successfully saved
U 821 | F 1681408 | FPS 0804 | D 2117 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 6.5 3.2 1.0 18.0 | H 0.613 | V 0.791 | pL -0.004 | vL 0.000 | grad 0.008
U 822 | F 1683456 | FPS 0813 | D 2119 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.6 3.5 1.0 21.0 | H 0.622 | V 0.767 | pL 0.002 | vL 0.000 | grad 0.015
U 823 | F 1685504 | FPS 0806 | D 2122 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.4 3.3 1.0 22.0 | H 0.694 | V 0.701 | pL -0.002 | vL 0.000 | grad 0.008
U 824 | F 1687552 | FPS 0809 | D 2124 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.5 3.4 1.0 18.0 | H 0.659 | V 0.743 | pL 0.002 | vL 0.000 | grad 0.011
U 825 | F 1689600 | FPS 0823 | D 2127 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.4 2.9 1.0 17.0 | H 0.660 | V 0.784 | pL -0.001 | vL 0.000 | grad 0.010
U 826 | F 1691648 | FPS 0858 | D 2129 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.7 3.4 1.0 18.0 | H 0.617 | V 0.817 | pL 0.001 | vL 0.000 | grad 0.012
U 827 | F 1693696 | FPS 0873 | D 2132 | Difficulty 5 | rR:μσmM 0.71 0.44 0.00 0.99 | F:μσmM 6.7 3.3 1.0 19.0 | H 0.621 | V 0.793 | pL 0.000 | vL 0.000 | grad 0.025
U 828 | F 1695744 | FPS 0803 | D 2134 | Difficulty 5 | rR:μσmM 0.60 0.48 0.00 0.99 | F:μσmM 6.5 3.6 1.0 21.0 | H 0.699 | V 0.715 | pL 0.006 | vL 0.003 | grad 0.029
U 829 | F 1697792 | FPS 0835 | D 2137 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.5 3.3 1.0 20.0 | H 0.625 | V 0.786 | pL -0.002 | vL 0.000 | grad 0.010
U 830 | F 1699840 | FPS 0805 | D 2139 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.6 3.5 1.0 21.0 | H 0.651 | V 0.742 | pL -0.000 | vL 0.000 | grad 0.014
Model successfully saved
U 831 | F 1701888 | FPS 0789 | D 2142 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.3 3.1 1.0 16.0 | H 0.619 | V 0.781 | pL -0.001 | vL 0.000 | grad 0.009
U 832 | F 1703936 | FPS 0827 | D 2144 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 6.6 3.1 1.0 18.0 | H 0.658 | V 0.742 | pL -0.000 | vL 0.000 | grad 0.014
U 833 | F 1705984 | FPS 0780 | D 2147 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.2 3.2 1.0 19.0 | H 0.700 | V 0.730 | pL 0.001 | vL 0.000 | grad 0.010
U 834 | F 1708032 | FPS 0801 | D 2150 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.5 3.6 1.0 20.0 | H 0.651 | V 0.798 | pL 0.003 | vL 0.000 | grad 0.012
U 835 | F 1710080 | FPS 0795 | D 2152 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 6.5 3.6 1.0 21.0 | H 0.700 | V 0.742 | pL 0.002 | vL 0.001 | grad 0.017
U 836 | F 1712128 | FPS 0783 | D 2155 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.7 3.6 1.0 30.0 | H 0.751 | V 0.738 | pL 0.004 | vL 0.004 | grad 0.034
U 837 | F 1714176 | FPS 0848 | D 2157 | Difficulty 5 | rR:μσmM 0.68 0.45 0.00 0.99 | F:μσmM 7.6 4.4 1.0 31.0 | H 0.709 | V 0.796 | pL 0.012 | vL 0.001 | grad 0.020
U 838 | F 1716224 | FPS 0818 | D 2160 | Difficulty 5 | rR:μσmM 0.64 0.46 0.00 0.99 | F:μσmM 7.2 4.2 1.0 22.0 | H 0.744 | V 0.765 | pL 0.002 | vL 0.003 | grad 0.029
U 839 | F 1718272 | FPS 0808 | D 2162 | Difficulty 5 | rR:μσmM 0.66 0.45 0.00 0.99 | F:μσmM 7.2 3.9 1.0 22.0 | H 0.728 | V 0.777 | pL -0.003 | vL 0.003 | grad 0.032
U 840 | F 1720320 | FPS 0809 | D 2165 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 7.3 4.1 1.0 26.0 | H 0.665 | V 0.804 | pL -0.008 | vL 0.001 | grad 0.019
Model successfully saved
U 841 | F 1722368 | FPS 0833 | D 2167 | Difficulty 5 | rR:μσmM 0.73 0.42 0.00 0.99 | F:μσmM 7.0 3.6 1.0 22.0 | H 0.630 | V 0.832 | pL -0.007 | vL 0.000 | grad 0.011
U 842 | F 1724416 | FPS 0831 | D 2170 | Difficulty 5 | rR:μσmM 0.75 0.41 0.00 0.99 | F:μσmM 7.1 3.2 1.0 22.0 | H 0.608 | V 0.827 | pL 0.001 | vL 0.003 | grad 0.034
U 843 | F 1726464 | FPS 0804 | D 2172 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 6.8 3.4 1.0 25.0 | H 0.629 | V 0.795 | pL -0.008 | vL 0.000 | grad 0.015
U 844 | F 1728512 | FPS 0797 | D 2175 | Difficulty 5 | rR:μσmM 0.74 0.42 0.00 0.99 | F:μσmM 6.8 3.2 1.0 19.0 | H 0.579 | V 0.828 | pL -0.002 | vL 0.000 | grad 0.011
U 845 | F 1730560 | FPS 0829 | D 2177 | Difficulty 5 | rR:μσmM 0.77 0.40 0.00 0.99 | F:μσmM 6.7 2.9 1.0 17.0 | H 0.579 | V 0.852 | pL -0.001 | vL 0.000 | grad 0.010
U 846 | F 1732608 | FPS 0818 | D 2180 | Difficulty 5 | rR:μσmM 0.75 0.41 0.00 0.99 | F:μσmM 6.8 3.2 1.0 22.0 | H 0.590 | V 0.836 | pL 0.002 | vL 0.000 | grad 0.014
U 847 | F 1734656 | FPS 0799 | D 2182 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.4 3.0 1.0 17.0 | H 0.608 | V 0.803 | pL -0.003 | vL 0.000 | grad 0.012
U 848 | F 1736704 | FPS 0858 | D 2185 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.9 3.5 1.0 21.0 | H 0.598 | V 0.799 | pL 0.002 | vL 0.000 | grad 0.012
U 849 | F 1738752 | FPS 0846 | D 2187 | Difficulty 5 | rR:μσmM 0.73 0.43 0.00 0.99 | F:μσmM 6.6 3.3 1.0 22.0 | H 0.594 | V 0.818 | pL -0.001 | vL 0.000 | grad 0.014
U 850 | F 1740800 | FPS 0831 | D 2190 | Difficulty 5 | rR:μσmM 0.72 0.43 0.00 0.99 | F:μσmM 6.7 3.0 1.0 15.0 | H 0.631 | V 0.809 | pL -0.002 | vL 0.000 | grad 0.012
Model successfully saved
U 851 | F 1742848 | FPS 0803 | D 2192 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.7 3.4 1.0 21.0 | H 0.656 | V 0.751 | pL 0.002 | vL 0.002 | grad 0.022
U 852 | F 1744896 | FPS 0796 | D 2195 | Difficulty 5 | rR:μσmM 0.70 0.44 0.00 0.99 | F:μσmM 6.7 3.6 1.0 25.0 | H 0.610 | V 0.799 | pL 0.002 | vL 0.000 | grad 0.015
U 853 | F 1746944 | FPS 0818 | D 2197 | Difficulty 5 | rR:μσmM 0.69 0.44 0.00 0.99 | F:μσmM 6.9 3.6 1.0 26.0 | H 0.633 | V 0.757 | pL -0.002 | vL 0.001 | grad 0.014
U 854 | F 1748992 | FPS 0802 | D 2200 | Difficulty 5 | rR:μσmM 0.63 0.47 0.00 0.99 | F:μσmM 6.2 3.3 1.0 19.0 | H 0.657 | V 0.742 | pL -0.001 | vL 0.000 | grad 0.011
U 855 | F 1751040 | FPS 0780 | D 2202 | Difficulty 5 | rR:μσmM 0.65 0.46 0.00 0.99 | F:μσmM 6.3 3.2 1.0 21.0 | H 0.675 | V 0.750 | pL 0.002 | vL 0.002 | grad 0.025
U 856 | F 1753088 | FPS 0808 | D 2205 | Difficulty 5 | rR:μσmM 0.66 0.46 0.00 0.99 | F:μσmM 6.8 3.5 1.0 17.0 | H 0.649 | V 0.773 | pL 0.001 | vL 0.000 | grad 0.017
U 857 | F 1755136 | FPS 0809 | D 2208 | Difficulty 5 | rR:μσmM 0.67 0.45 0.00 0.99 | F:μσmM 6.5 3.2 1.0 21.0 | H 0.664 | V 0.778 | pL 0.002 | vL 0.002 | grad 0.038
U 858 | F 1757184 | FPS 0813 | D 2210 | Difficulty 5 | rR:μσmM 0.62 0.47 0.00 0.99 | F:μσmM 7.0 4.7 1.0 39.0 | H 0.721 | V 0.747 | pL 0.000 | vL 0.001 | grad 0.029
