/home/rogerg/Documents/autonomous_pedestrian_project/navi/torch-rl/scripts/train.py --algo ppo --env MiniGrid-GridCity-4S30Static-v0 --model GridCityTest --save-interval 10 --recurrence=8 --text

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, difficulty=1, discount=0.99, entropy_coef=0.01, env='MiniGrid-GridCity-4S30Static-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=True, model='GridCityTest', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=8, save_interval=10, seed=1, tb=False, text=True, value_loss_coef=0.5)

Model successfully created

ACModel(
  (memory_rnn): LSTMCell(75, 75)
  (word_embedding): Embedding(500, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: True

U 23 | F 047104 | FPS 1072 | D 49 | Difficulty 2 | rR:μσmM 0.45 0.49 0.00 0.99 | F:μσmM 16.0 13.5 4.0 83.0 | H 0.949 | V 0.195 | pL 0.005 | vL 0.002 | grad 0.033
U 24 | F 049152 | FPS 1090 | D 51 | Difficulty 2 | rR:μσmM 0.43 0.48 0.00 0.99 | F:μσmM 18.3 14.8 4.0 63.0 | H 0.964 | V 0.164 | pL -0.005 | vL 0.000 | grad 0.018
U 25 | F 051200 | FPS 1054 | D 53 | Difficulty 2 | rR:μσmM 0.39 0.48 0.00 0.99 | F:μσmM 16.7 16.3 1.0 95.0 | H 1.001 | V 0.152 | pL -0.001 | vL 0.004 | grad 0.053
U 26 | F 053248 | FPS 1214 | D 54 | Difficulty 2 | rR:μσmM 0.33 0.46 0.00 0.99 | F:μσmM 19.9 17.5 2.0 106.0 | H 1.026 | V 0.170 | pL 0.003 | vL 0.002 | grad 0.021
U 27 | F 055296 | FPS 1097 | D 56 | Difficulty 2 | rR:μσmM 0.41 0.48 0.00 0.99 | F:μσmM 16.2 14.0 2.0 83.0 | H 1.011 | V 0.208 | pL -0.003 | vL 0.000 | grad 0.018
U 28 | F 057344 | FPS 1010 | D 58 | Difficulty 2 | rR:μσmM 0.37 0.47 0.00 0.99 | F:μσmM 15.4 16.0 1.0 89.0 | H 1.085 | V 0.157 | pL -0.002 | vL 0.000 | grad 0.017
U 29 | F 059392 | FPS 0905 | D 60 | Difficulty 2 | rR:μσmM 0.37 0.48 0.00 0.99 | F:μσmM 8.7 7.7 1.0 52.0 | H 1.094 | V 0.293 | pL 0.008 | vL 0.007 | grad 0.065
U 30 | F 061440 | FPS 0880 | D 63 | Difficulty 2 | rR:μσmM 0.38 0.48 0.00 0.99 | F:μσmM 5.6 4.0 1.0 38.0 | H 0.932 | V 0.436 | pL -0.023 | vL 0.007 | grad 0.056
Model successfully saved
U 31 | F 063488 | FPS 0852 | D 65 | Difficulty 2 | rR:μσmM 0.39 0.48 0.00 0.99 | F:μσmM 4.9 3.1 1.0 24.0 | H 0.884 | V 0.482 | pL -0.016 | vL 0.002 | grad 0.029
U 32 | F 065536 | FPS 0868 | D 67 | Difficulty 2 | rR:μσmM 0.41 0.48 0.00 0.99 | F:μσmM 4.7 2.9 1.0 16.0 | H 0.886 | V 0.502 | pL -0.005 | vL 0.001 | grad 0.011
U 33 | F 067584 | FPS 0897 | D 70 | Difficulty 2 | rR:μσmM 0.44 0.49 0.00 0.99 | F:μσmM 5.1 3.2 1.0 23.0 | H 0.886 | V 0.495 | pL 0.002 | vL 0.007 | grad 0.088
U 34 | F 069632 | FPS 0871 | D 72 | Difficulty 2 | rR:μσmM 0.41 0.48 0.00 0.99 | F:μσmM 5.0 3.1 1.0 19.0 | H 0.866 | V 0.489 | pL 0.009 | vL 0.005 | grad 0.068
U 35 | F 071680 | FPS 0851 | D 75 | Difficulty 2 | rR:μσmM 0.37 0.47 0.00 0.99 | F:μσmM 5.3 3.5 1.0 30.0 | H 0.903 | V 0.442 | pL 0.009 | vL 0.003 | grad 0.075
U 36 | F 073728 | FPS 0898 | D 77 | Difficulty 2 | rR:μσmM 0.33 0.46 0.00 0.99 | F:μσmM 5.2 3.9 1.0 30.0 | H 1.001 | V 0.370 | pL -0.022 | vL 0.011 | grad 0.204
U 37 | F 075776 | FPS 0894 | D 79 | Difficulty 2 | rR:μσmM 0.34 0.47 0.00 0.99 | F:μσmM 5.4 4.1 1.0 25.0 | H 0.944 | V 0.421 | pL 0.037 | vL 0.009 | grad 0.111
U 38 | F 077824 | FPS 0852 | D 82 | Difficulty 2 | rR:μσmM 0.41 0.48 0.00 0.99 | F:μσmM 5.9 4.2 1.0 26.0 | H 0.966 | V 0.403 | pL 0.007 | vL 0.022 | grad 0.296
U 39 | F 079872 | FPS 0904 | D 84 | Difficulty 2 | rR:μσmM 0.53 0.49 0.00 0.99 | F:μσmM 7.6 6.5 1.0 43.0 | H 0.889 | V 0.476 | pL -0.088 | vL 0.037 | grad 0.168
U 40 | F 081920 | FPS 0942 | D 86 | Difficulty 2 | rR:μσmM 0.66 0.45 0.00 0.99 | F:μσmM 9.0 6.9 1.0 41.0 | H 0.772 | V 0.581 | pL -0.136 | vL 0.052 | grad 0.238
Model successfully saved
U 41 | F 083968 | FPS 1042 | D 88 | Difficulty 2 | rR:μσmM 0.88 0.27 0.00 0.99 | F:μσmM 12.0 8.5 1.0 48.0 | H 0.718 | V 0.660 | pL -0.205 | vL 0.050 | grad 0.262
U 42 | F 086016 | FPS 0896 | D 90 | Difficulty 2 | rR:μσmM 0.92 0.21 0.00 0.99 | F:μσmM 9.7 5.9 4.0 44.0 | H 0.619 | V 0.816 | pL -0.156 | vL 0.035 | grad 0.176
U 43 | F 088064 | FPS 0819 | D 93 | Difficulty 2 | rR:μσmM 0.95 0.15 0.00 0.99 | F:μσmM 8.1 3.4 1.0 27.0 | H 0.486 | V 0.891 | pL -0.110 | vL 0.012 | grad 0.154
U 44 | F 090112 | FPS 0795 | D 95 | Difficulty 3 | rR:μσmM 0.61 0.47 0.00 0.99 | F:μσmM 6.8 3.1 1.0 34.0 | H 0.596 | V 0.692 | pL 0.238 | vL 0.088 | grad 0.153
U 45 | F 092160 | FPS 0872 | D 98 | Difficulty 3 | rR:μσmM 0.54 0.48 0.00 0.99 | F:μσmM 9.6 6.5 1.0 60.0 | H 0.716 | V 0.514 | pL 0.120 | vL 0.007 | grad 0.100
U 46 | F 094208 | FPS 0823 | D 100 | Difficulty 3 | rR:μσmM 0.55 0.49 0.00 0.99 | F:μσmM 9.1 6.8 1.0 69.0 | H 0.709 | V 0.451 | pL 0.034 | vL 0.005 | grad 0.043
U 47 | F 096256 | FPS 0983 | D 102 | Difficulty 3 | rR:μσmM 0.55 0.48 0.00 0.99 | F:μσmM 14.5 12.8 1.0 91.0 | H 0.829 | V 0.292 | pL 0.016 | vL 0.001 | grad 0.021
